Codigo Producto,Nombre Producto,Nutriente,Valor por 100g,Valor por porcion
Código: 395904,Salsa de Tomate Malloa Italiana 200 g 6 un.,Energía (kCal),43,8.6
Código: 395904,Salsa de Tomate Malloa Italiana 200 g 6 un.,Proteínas (g),1.2,0.2
Código: 395904,Salsa de Tomate Malloa Italiana 200 g 6 un.,Grasas Totales (g),0.1,0
Código: 395904,Salsa de Tomate Malloa Italiana 200 g 6 un.,Grasas Saturadas (g),0,0
Código: 395904,Salsa de Tomate Malloa Italiana 200 g 6 un.,Hidratos de Carbono disponibles (g),9.2,1.8
Código: 395904,Salsa de Tomate Malloa Italiana 200 g 6 un.,Azúcares totales (g),5.9,1.2
Código: 395904,Salsa de Tomate Malloa Italiana 200 g 6 un.,Fibra (g),0.3,0.1
Código: 395904,Salsa de Tomate Malloa Italiana 200 g 6 un.,Sodio (mg),298,59.6
Código: 267564,Spaghetti N°5 Talliani Al Huevo 400 g,Energía (kCal),368,294.4
Código: 267564,Spaghetti N°5 Talliani Al Huevo 400 g,Proteínas (g),13,10.4
Código: 267564,Spaghetti N°5 Talliani Al Huevo 400 g,Grasas Totales (g),3.5,2.8
Código: 267564,Spaghetti N°5 Talliani Al Huevo 400 g,Colesterol (mg),33,26.4
Código: 267564,Spaghetti N°5 Talliani Al Huevo 400 g,Hidratos de Carbono disponibles (g),71,56.8
Código: 267564,Spaghetti N°5 Talliani Al Huevo 400 g,Azúcares totales (g),4,3.2
Código: 267564,Spaghetti N°5 Talliani Al Huevo 400 g,Sodio (mg),20,16
Código: 265765,Espirales Talliani Al Huevo 400 g,Energía (kCal),368,294.4
Código: 265765,Espirales Talliani Al Huevo 400 g,Proteínas (g),13,10.4
Código: 265765,Espirales Talliani Al Huevo 400 g,Grasas Totales (g),3.5,2.8
Código: 265765,Espirales Talliani Al Huevo 400 g,Colesterol (mg),33,26.4
Código: 265765,Espirales Talliani Al Huevo 400 g,Hidratos de Carbono disponibles (g),71,56.8
Código: 265765,Espirales Talliani Al Huevo 400 g,Azúcares totales (g),4,3.2
Código: 265765,Espirales Talliani Al Huevo 400 g,Sodio (mg),20,16
Código: 267577,Pasta Spaghetti N°5 Trattoria 400 g,Energía (kCal),334,267.2
Código: 267577,Pasta Spaghetti N°5 Trattoria 400 g,Proteínas (g),11.6,9.3
Código: 267577,Pasta Spaghetti N°5 Trattoria 400 g,Grasas Totales (g),3.7,3
Código: 267577,Pasta Spaghetti N°5 Trattoria 400 g,Grasas Saturadas (g),1,0.8
Código: 267577,Pasta Spaghetti N°5 Trattoria 400 g,Grasas Monoinsaturadas (g),1,0.8
Código: 267577,Pasta Spaghetti N°5 Trattoria 400 g,Grasas Poliinsaturadas (g),1.4,1.1
Código: 267577,Pasta Spaghetti N°5 Trattoria 400 g,Grasas trans (g),0,0
Código: 267577,Pasta Spaghetti N°5 Trattoria 400 g,Colesterol (mg),33.2,26.6
Código: 267577,Pasta Spaghetti N°5 Trattoria 400 g,Hidratos de Carbono disponibles (g),63.7,51
Código: 267577,Pasta Spaghetti N°5 Trattoria 400 g,Azúcares totales (g),3.8,3
Código: 267577,Pasta Spaghetti N°5 Trattoria 400 g,Fibra (g),3.6,2.9
Código: 267577,Pasta Spaghetti N°5 Trattoria 400 g,Sodio (mg),17,13.6
Código: 267615,Tallarín N°78 Talliani 400 g,Energía (kCal),368,294.4
Código: 267615,Tallarín N°78 Talliani 400 g,Proteínas (g),13,10.4
Código: 267615,Tallarín N°78 Talliani 400 g,Grasas Totales (g),3.5,2.8
Código: 267615,Tallarín N°78 Talliani 400 g,Colesterol (mg),33,26.4
Código: 267615,Tallarín N°78 Talliani 400 g,Hidratos de Carbono disponibles (g),71,56.8
Código: 267615,Tallarín N°78 Talliani 400 g,Azúcares totales (g),4,3.2
Código: 267615,Tallarín N°78 Talliani 400 g,Sodio (mg),20,16
Código: 267217,Rigatti Talliani Al Huevo 400 g,Energía (kCal),368,294.4
Código: 267217,Rigatti Talliani Al Huevo 400 g,Proteínas (g),13,10.4
Código: 267217,Rigatti Talliani Al Huevo 400 g,Grasas Totales (g),3.5,2.8
Código: 267217,Rigatti Talliani Al Huevo 400 g,Colesterol (mg),33,26.4
Código: 267217,Rigatti Talliani Al Huevo 400 g,Hidratos de Carbono disponibles (g),71,56.8
Código: 267217,Rigatti Talliani Al Huevo 400 g,Azúcares totales (g),4,3.2
Código: 267217,Rigatti Talliani Al Huevo 400 g,Sodio (mg),20,16
Código: 1629080,Lasaña Precocida Talliani 360 g,Energía (kCal),338,135.2
Código: 1629080,Lasaña Precocida Talliani 360 g,Proteínas (g),10,4
Código: 1629080,Lasaña Precocida Talliani 360 g,Grasas Totales (g),3,1.2
Código: 1629080,Lasaña Precocida Talliani 360 g,Hidratos de Carbono disponibles (g),70,28
Código: 1629080,Lasaña Precocida Talliani 360 g,Azúcares totales (g),2,0.8
Código: 1629080,Lasaña Precocida Talliani 360 g,Sodio (mg),5,2
Código: 267558,Pasta Spaghetti N°5 Carozzi 400 g,Energía (kCal),338,270.4
Código: 267558,Pasta Spaghetti N°5 Carozzi 400 g,Proteínas (g),11,8.8
Código: 267558,Pasta Spaghetti N°5 Carozzi 400 g,Grasas Totales (g),2,1.6
Código: 267558,Pasta Spaghetti N°5 Carozzi 400 g,Grasas Saturadas (g),0.5,0.4
Código: 267558,Pasta Spaghetti N°5 Carozzi 400 g,Grasas Monoinsaturadas (g),0.3,0.2
Código: 267558,Pasta Spaghetti N°5 Carozzi 400 g,Grasas Poliinsaturadas (g),1.2,1
Código: 267558,Pasta Spaghetti N°5 Carozzi 400 g,Grasas trans (g),0,0
Código: 267558,Pasta Spaghetti N°5 Carozzi 400 g,Colesterol (mg),0,0
Código: 267558,Pasta Spaghetti N°5 Carozzi 400 g,Hidratos de Carbono disponibles (g),69,55.2
Código: 267558,Pasta Spaghetti N°5 Carozzi 400 g,Azúcares totales (g),4,3.2
Código: 267558,Pasta Spaghetti N°5 Carozzi 400 g,Fibra (g),3.9,3.1
Código: 267558,Pasta Spaghetti N°5 Carozzi 400 g,Sodio (mg),5,4
Código: 265760,Pasta Espiral N°49 Carozzi 400 g,Energía (kCal),338,270.4
Código: 265760,Pasta Espiral N°49 Carozzi 400 g,Proteínas (g),11,8.8
Código: 265760,Pasta Espiral N°49 Carozzi 400 g,Grasas Totales (g),2,1.6
Código: 265760,Pasta Espiral N°49 Carozzi 400 g,Grasas Saturadas (g),0.5,0.4
Código: 265760,Pasta Espiral N°49 Carozzi 400 g,Grasas Monoinsaturadas (g),0.3,0.2
Código: 265760,Pasta Espiral N°49 Carozzi 400 g,Grasas Poliinsaturadas (g),1.2,1
Código: 265760,Pasta Espiral N°49 Carozzi 400 g,Grasas trans (g),0,0
Código: 265760,Pasta Espiral N°49 Carozzi 400 g,Colesterol (mg),0,0
Código: 265760,Pasta Espiral N°49 Carozzi 400 g,Hidratos de Carbono disponibles (g),69,55.2
Código: 265760,Pasta Espiral N°49 Carozzi 400 g,Azúcares totales (g),4,3.2
Código: 265760,Pasta Espiral N°49 Carozzi 400 g,Fibra (g),3.9,3.1
Código: 265760,Pasta Espiral N°49 Carozzi 400 g,Sodio (mg),5,4
Código: 1984578,Lasaña Precocida Carozzi Estuche 330 g,Energía (kCal),338,135.2
Código: 1984578,Lasaña Precocida Carozzi Estuche 330 g,Proteínas (g),11,4.4
Código: 1984578,Lasaña Precocida Carozzi Estuche 330 g,Grasas Totales (g),1,0.4
Código: 1984578,Lasaña Precocida Carozzi Estuche 330 g,Hidratos de Carbono disponibles (g),71.1,28.4
Código: 1984578,Lasaña Precocida Carozzi Estuche 330 g,Azúcares totales (g),4,1.6
Código: 1984578,Lasaña Precocida Carozzi Estuche 330 g,Fibra (g),3.6,1.4
Código: 1984578,Lasaña Precocida Carozzi Estuche 330 g,Sodio (mg),5,2
Código: 1937088,Spaghetti N°5 Talliani Integral 400 g,Energía (kCal),344,275.2
Código: 1937088,Spaghetti N°5 Talliani Integral 400 g,Proteínas (g),12,9.6
Código: 1937088,Spaghetti N°5 Talliani Integral 400 g,Grasas Totales (g),3,2.4
Código: 1937088,Spaghetti N°5 Talliani Integral 400 g,Hidratos de Carbono disponibles (g),67,53.6
Código: 1937088,Spaghetti N°5 Talliani Integral 400 g,Azúcares totales (g),4,3.2
Código: 1937088,Spaghetti N°5 Talliani Integral 400 g,Fibra (g),6.4,5.1
Código: 1937088,Spaghetti N°5 Talliani Integral 400 g,Sodio (mg),5,4
Código: 1922153,Spaghetti 100% Trigo Duro 400 g,Energía (kCal),358,286.4
Código: 1922153,Spaghetti 100% Trigo Duro 400 g,Proteínas (g),10.2,8.2
Código: 1922153,Spaghetti 100% Trigo Duro 400 g,Grasas Totales (g),1.7,1.4
Código: 1922153,Spaghetti 100% Trigo Duro 400 g,Hidratos de Carbono disponibles (g),75.6,60.5
Código: 1922153,Spaghetti 100% Trigo Duro 400 g,Azúcares totales (g),2.7,2.2
Código: 1922153,Spaghetti 100% Trigo Duro 400 g,Fibra (g),3.3,2.6
Código: 1922153,Spaghetti 100% Trigo Duro 400 g,Sodio (mg),12,9.6
Código: 1651415,Passata Tostani Di Pomodoro 680 g,Energía (kCal),31,37.2
Código: 1651415,Passata Tostani Di Pomodoro 680 g,Proteínas (g),1.7,2
Código: 1651415,Passata Tostani Di Pomodoro 680 g,Grasas Totales (g),0.1,0.1
Código: 1651415,Passata Tostani Di Pomodoro 680 g,Grasas Saturadas (g),0,0
Código: 1651415,Passata Tostani Di Pomodoro 680 g,Hidratos de Carbono disponibles (g),5.7,6.8
Código: 1651415,Passata Tostani Di Pomodoro 680 g,Azúcares totales (g),3.5,4.2
Código: 1651415,Passata Tostani Di Pomodoro 680 g,Fibra (g),1.2,1.4
Código: 1651415,Passata Tostani Di Pomodoro 680 g,Sodio (mg),32,38.4
Código: 389628,Salsa de Tomate Pomarola 200 g 6 un.,Energía (kCal),40,16
Código: 389628,Salsa de Tomate Pomarola 200 g 6 un.,Proteínas (g),1.3,0.5
Código: 389628,Salsa de Tomate Pomarola 200 g 6 un.,Grasas Totales (g),0.1,0
Código: 389628,Salsa de Tomate Pomarola 200 g 6 un.,Hidratos de Carbono disponibles (g),8.4,3.4
Código: 389628,Salsa de Tomate Pomarola 200 g 6 un.,Azúcares totales (g),6.8,2.7
Código: 389628,Salsa de Tomate Pomarola 200 g 6 un.,Sodio (mg),398,159.2
Código: 265933,Pasta Fusilli Trattoria 400 g,Energía (kCal),334,267.2
Código: 265933,Pasta Fusilli Trattoria 400 g,Proteínas (g),11.6,9.3
Código: 265933,Pasta Fusilli Trattoria 400 g,Grasas Totales (g),3.7,3
Código: 265933,Pasta Fusilli Trattoria 400 g,Grasas Saturadas (g),1,0.8
Código: 265933,Pasta Fusilli Trattoria 400 g,Grasas Monoinsaturadas (g),1,0.8
Código: 265933,Pasta Fusilli Trattoria 400 g,Grasas Poliinsaturadas (g),1.4,1.1
Código: 265933,Pasta Fusilli Trattoria 400 g,Grasas trans (g),0,0
Código: 265933,Pasta Fusilli Trattoria 400 g,Colesterol (mg),33.2,26.6
Código: 265933,Pasta Fusilli Trattoria 400 g,Hidratos de Carbono disponibles (g),63.7,51
Código: 265933,Pasta Fusilli Trattoria 400 g,Azúcares totales (g),3.8,3
Código: 265933,Pasta Fusilli Trattoria 400 g,Fibra (g),3.6,2.9
Código: 265933,Pasta Fusilli Trattoria 400 g,Sodio (mg),17,13.6
Código: 267216,Rigatti Talliani 3 Sabores 400 g,Energía (kCal),368,294.4
Código: 267216,Rigatti Talliani 3 Sabores 400 g,Proteínas (g),13,10.4
Código: 267216,Rigatti Talliani 3 Sabores 400 g,Grasas Totales (g),3.5,2.8
Código: 267216,Rigatti Talliani 3 Sabores 400 g,Colesterol (mg),13.7,11
Código: 267216,Rigatti Talliani 3 Sabores 400 g,Hidratos de Carbono disponibles (g),71,56.8
Código: 267216,Rigatti Talliani 3 Sabores 400 g,Azúcares totales (g),4,3.2
Código: 267216,Rigatti Talliani 3 Sabores 400 g,Sodio (mg),20,16
Código: 1313428,Salsa de Tomates Talliani con Trozos 200 g,Energía (kCal),61,24.4
Código: 1313428,Salsa de Tomates Talliani con Trozos 200 g,Proteínas (g),2,0.8
Código: 1313428,Salsa de Tomates Talliani con Trozos 200 g,Grasas Totales (g),0,0
Código: 1313428,Salsa de Tomates Talliani con Trozos 200 g,Hidratos de Carbono disponibles (g),10,4
Código: 1313428,Salsa de Tomates Talliani con Trozos 200 g,Azúcares totales (g),6,2.4
Código: 1313428,Salsa de Tomates Talliani con Trozos 200 g,Sodio (mg),390,156
Código: 590994,Salsa de Tomate Pomarola Italiana 200 g,Energía (kCal),40,16
Código: 590994,Salsa de Tomate Pomarola Italiana 200 g,Proteínas (g),1.3,0.5
Código: 590994,Salsa de Tomate Pomarola Italiana 200 g,Grasas Totales (g),0.1,0
Código: 590994,Salsa de Tomate Pomarola Italiana 200 g,Hidratos de Carbono disponibles (g),8.4,3.4
Código: 590994,Salsa de Tomate Pomarola Italiana 200 g,Azúcares totales (g),6.8,2.7
Código: 590994,Salsa de Tomate Pomarola Italiana 200 g,Sodio (mg),398,159.2
Código: 887846,Puré de Tomate Mutti Passata 700 g,Energía (kCal),37,22.2
Código: 887846,Puré de Tomate Mutti Passata 700 g,Proteínas (g),1.6,1
Código: 887846,Puré de Tomate Mutti Passata 700 g,Grasas Totales (g),0,0
Código: 887846,Puré de Tomate Mutti Passata 700 g,Grasas Saturadas (g),0,0
Código: 887846,Puré de Tomate Mutti Passata 700 g,Grasas trans (g),0,0
Código: 887846,Puré de Tomate Mutti Passata 700 g,Hidratos de Carbono disponibles (g),5.1,3.1
Código: 887846,Puré de Tomate Mutti Passata 700 g,Azúcares totales (g),4.5,2.7
Código: 887846,Puré de Tomate Mutti Passata 700 g,Fibra (g),3,1.8
Código: 887846,Puré de Tomate Mutti Passata 700 g,Sodio (mg),200,120
Código: 498225005,Salsa de Tomate Maggi Tuco Con Carne 245 g,Energía (kCal),71,43.3
Código: 498225005,Salsa de Tomate Maggi Tuco Con Carne 245 g,Proteínas (g),3.3,2
Código: 498225005,Salsa de Tomate Maggi Tuco Con Carne 245 g,Grasas Totales (g),3.5,2.1
Código: 498225005,Salsa de Tomate Maggi Tuco Con Carne 245 g,Hidratos de Carbono disponibles (g),6.6,4
Código: 498225005,Salsa de Tomate Maggi Tuco Con Carne 245 g,Azúcares totales (g),5.5,3.4
Código: 498225005,Salsa de Tomate Maggi Tuco Con Carne 245 g,Sodio (mg),321,195.8
Código: 1623630,Salsa de Tomate Maggi Tuco con Carne 980 g,Energía (kCal),71,43.3
Código: 1623630,Salsa de Tomate Maggi Tuco con Carne 980 g,Proteínas (g),3.3,2
Código: 1623630,Salsa de Tomate Maggi Tuco con Carne 980 g,Grasas Totales (g),3.5,2.1
Código: 1623630,Salsa de Tomate Maggi Tuco con Carne 980 g,Hidratos de Carbono disponibles (g),6.6,4
Código: 1623630,Salsa de Tomate Maggi Tuco con Carne 980 g,Azúcares totales (g),5.5,3.4
Código: 1623630,Salsa de Tomate Maggi Tuco con Carne 980 g,Sodio (mg),321,195.8
Código: 693819,Salsa de Tomate Carozzi Toscana Bolognesa 200 g,Energía (kCal),72,28.8
Código: 693819,Salsa de Tomate Carozzi Toscana Bolognesa 200 g,Proteínas (g),3.3,1.3
Código: 693819,Salsa de Tomate Carozzi Toscana Bolognesa 200 g,Grasas Totales (g),1.7,0.7
Código: 693819,Salsa de Tomate Carozzi Toscana Bolognesa 200 g,Hidratos de Carbono disponibles (g),10.9,4.4
Código: 693819,Salsa de Tomate Carozzi Toscana Bolognesa 200 g,Azúcares totales (g),6.1,2.4
Código: 693819,Salsa de Tomate Carozzi Toscana Bolognesa 200 g,Sodio (mg),399,159.6
Código: 992551,Salsa de Tomate Pomarola Natural 200 g,Energía (kCal),36,14.4
Código: 992551,Salsa de Tomate Pomarola Natural 200 g,Proteínas (g),1.3,0.5
Código: 992551,Salsa de Tomate Pomarola Natural 200 g,Grasas Totales (g),0.1,0
Código: 992551,Salsa de Tomate Pomarola Natural 200 g,Hidratos de Carbono disponibles (g),7.4,3
Código: 992551,Salsa de Tomate Pomarola Natural 200 g,Azúcares totales (g),5.9,2.4
Código: 992551,Salsa de Tomate Pomarola Natural 200 g,Sodio (mg),398,159.2
Código: 439183,Salsa de Tomate Basilico Barilla Con Albahaca 400 g,Energía (kCal),54,54
Código: 439183,Salsa de Tomate Basilico Barilla Con Albahaca 400 g,Proteínas (g),1.6,1.6
Código: 439183,Salsa de Tomate Basilico Barilla Con Albahaca 400 g,Grasas Totales (g),2.6,2.6
Código: 439183,Salsa de Tomate Basilico Barilla Con Albahaca 400 g,Grasas Saturadas (g),0.3,0.3
Código: 439183,Salsa de Tomate Basilico Barilla Con Albahaca 400 g,Grasas Monoinsaturadas (g),0,0
Código: 439183,Salsa de Tomate Basilico Barilla Con Albahaca 400 g,Grasas Poliinsaturadas (g),0,0
Código: 439183,Salsa de Tomate Basilico Barilla Con Albahaca 400 g,Grasas trans (g),0,0
Código: 439183,Salsa de Tomate Basilico Barilla Con Albahaca 400 g,Colesterol (mg),0,0
Código: 439183,Salsa de Tomate Basilico Barilla Con Albahaca 400 g,Hidratos de Carbono disponibles (g),70.9,70.9
Código: 439183,Salsa de Tomate Basilico Barilla Con Albahaca 400 g,Azúcares totales (g),5.9,5.9
Código: 439183,Salsa de Tomate Basilico Barilla Con Albahaca 400 g,Sodio (mg),900,900
Código: 1374168,Pasta Rigati Trattoria 400 g,Energía (kCal),334,267.2
Código: 1374168,Pasta Rigati Trattoria 400 g,Proteínas (g),11.6,9.3
Código: 1374168,Pasta Rigati Trattoria 400 g,Grasas Totales (g),3.7,3
Código: 1374168,Pasta Rigati Trattoria 400 g,Grasas Saturadas (g),1,0.8
Código: 1374168,Pasta Rigati Trattoria 400 g,Grasas Monoinsaturadas (g),1,0.8
Código: 1374168,Pasta Rigati Trattoria 400 g,Grasas Poliinsaturadas (g),1.4,1.1
Código: 1374168,Pasta Rigati Trattoria 400 g,Grasas trans (g),0,0
Código: 1374168,Pasta Rigati Trattoria 400 g,Colesterol (mg),33.2,26.6
Código: 1374168,Pasta Rigati Trattoria 400 g,Hidratos de Carbono disponibles (g),63.7,51
Código: 1374168,Pasta Rigati Trattoria 400 g,Azúcares totales (g),3.8,3
Código: 1374168,Pasta Rigati Trattoria 400 g,Fibra (g),3.6,2.9
Código: 1374168,Pasta Rigati Trattoria 400 g,Sodio (mg),17,13.6
Código: 526658,Pasta Fettuccini N°88 Trattoria 400 g,Energía (kCal),334,267.2
Código: 526658,Pasta Fettuccini N°88 Trattoria 400 g,Proteínas (g),11.6,9.3
Código: 526658,Pasta Fettuccini N°88 Trattoria 400 g,Grasas Totales (g),3.7,3
Código: 526658,Pasta Fettuccini N°88 Trattoria 400 g,Grasas Saturadas (g),1,0.8
Código: 526658,Pasta Fettuccini N°88 Trattoria 400 g,Grasas Monoinsaturadas (g),1,0.8
Código: 526658,Pasta Fettuccini N°88 Trattoria 400 g,Grasas Poliinsaturadas (g),1.4,1.1
Código: 526658,Pasta Fettuccini N°88 Trattoria 400 g,Grasas trans (g),0,0
Código: 526658,Pasta Fettuccini N°88 Trattoria 400 g,Colesterol (mg),33.2,26.6
Código: 526658,Pasta Fettuccini N°88 Trattoria 400 g,Hidratos de Carbono disponibles (g),63.7,51
Código: 526658,Pasta Fettuccini N°88 Trattoria 400 g,Azúcares totales (g),3.8,3
Código: 526658,Pasta Fettuccini N°88 Trattoria 400 g,Fibra (g),3.6,2.9
Código: 526658,Pasta Fettuccini N°88 Trattoria 400 g,Sodio (mg),17,13.6
Código: 267627,Tallarín N°77 Talliani 400 g,Energía (kCal),368,294.4
Código: 267627,Tallarín N°77 Talliani 400 g,Proteínas (g),13,10.4
Código: 267627,Tallarín N°77 Talliani 400 g,Grasas Totales (g),3.5,2.8
Código: 267627,Tallarín N°77 Talliani 400 g,Colesterol (mg),33,26.4
Código: 267627,Tallarín N°77 Talliani 400 g,Hidratos de Carbono disponibles (g),71,56.8
Código: 267627,Tallarín N°77 Talliani 400 g,Azúcares totales (g),4,3.2
Código: 267627,Tallarín N°77 Talliani 400 g,Sodio (mg),20,16
Código: 266726,Nidos de Fetuccini Talliani Al Huevo 400 g,Energía (kCal),368,294.4
Código: 266726,Nidos de Fetuccini Talliani Al Huevo 400 g,Proteínas (g),13,10.4
Código: 266726,Nidos de Fetuccini Talliani Al Huevo 400 g,Grasas Totales (g),3.5,2.8
Código: 266726,Nidos de Fetuccini Talliani Al Huevo 400 g,Colesterol (mg),33,26.4
Código: 266726,Nidos de Fetuccini Talliani Al Huevo 400 g,Hidratos de Carbono disponibles (g),71,56.8
Código: 266726,Nidos de Fetuccini Talliani Al Huevo 400 g,Azúcares totales (g),4,3.2
Código: 266726,Nidos de Fetuccini Talliani Al Huevo 400 g,Sodio (mg),20,16
Código: 265553,Farfalle Talliani Corbatas 400 g,Energía (kCal),368,294.4
Código: 265553,Farfalle Talliani Corbatas 400 g,Proteínas (g),13,10.4
Código: 265553,Farfalle Talliani Corbatas 400 g,Grasas Totales (g),3.5,2.8
Código: 265553,Farfalle Talliani Corbatas 400 g,Colesterol (mg),33,26.4
Código: 265553,Farfalle Talliani Corbatas 400 g,Hidratos de Carbono disponibles (g),71,56.8
Código: 265553,Farfalle Talliani Corbatas 400 g,Azúcares totales (g),4,3.2
Código: 265553,Farfalle Talliani Corbatas 400 g,Sodio (mg),20,16
Código: 265205,Caracoles Talliani 400 g,Energía (kCal),368,294.4
Código: 265205,Caracoles Talliani 400 g,Proteínas (g),13,10.4
Código: 265205,Caracoles Talliani 400 g,Grasas Totales (g),3.5,2.8
Código: 265205,Caracoles Talliani 400 g,Colesterol (mg),33,26.4
Código: 265205,Caracoles Talliani 400 g,Hidratos de Carbono disponibles (g),71,56.8
Código: 265205,Caracoles Talliani 400 g,Azúcares totales (g),4,3.2
Código: 265205,Caracoles Talliani 400 g,Sodio (mg),20,16
Código: 264981,Cabellitos de Ángel Talliani 400 g,Energía (kCal),368,147.2
Código: 264981,Cabellitos de Ángel Talliani 400 g,Proteínas (g),13,5.2
Código: 264981,Cabellitos de Ángel Talliani 400 g,Grasas Totales (g),3.5,1.4
Código: 264981,Cabellitos de Ángel Talliani 400 g,Colesterol (mg),33,13.2
Código: 264981,Cabellitos de Ángel Talliani 400 g,Hidratos de Carbono disponibles (g),71,28.4
Código: 264981,Cabellitos de Ángel Talliani 400 g,Azúcares totales (g),4,1.6
Código: 264981,Cabellitos de Ángel Talliani 400 g,Sodio (mg),20,8
Código: 265556,Pasta Corbatitas N°30 Carozzi 400 g,Energía (kCal),338,270.4
Código: 265556,Pasta Corbatitas N°30 Carozzi 400 g,Proteínas (g),11,8.8
Código: 265556,Pasta Corbatitas N°30 Carozzi 400 g,Grasas Totales (g),2,1.6
Código: 265556,Pasta Corbatitas N°30 Carozzi 400 g,Grasas Saturadas (g),0.5,0.4
Código: 265556,Pasta Corbatitas N°30 Carozzi 400 g,Grasas Monoinsaturadas (g),0.3,0.2
Código: 265556,Pasta Corbatitas N°30 Carozzi 400 g,Grasas Poliinsaturadas (g),1.2,1
Código: 265556,Pasta Corbatitas N°30 Carozzi 400 g,Grasas trans (g),0,0
Código: 265556,Pasta Corbatitas N°30 Carozzi 400 g,Colesterol (mg),0,0
Código: 265556,Pasta Corbatitas N°30 Carozzi 400 g,Hidratos de Carbono disponibles (g),69,55.2
Código: 265556,Pasta Corbatitas N°30 Carozzi 400 g,Azúcares totales (g),4,3.2
Código: 265556,Pasta Corbatitas N°30 Carozzi 400 g,Fibra (g),3.9,3.1
Código: 265556,Pasta Corbatitas N°30 Carozzi 400 g,Sodio (mg),5,4
Código: 265550,Pasta Corbata N°80 Carozzi 400 g,Energía (kCal),338,270.4
Código: 265550,Pasta Corbata N°80 Carozzi 400 g,Proteínas (g),11,8.8
Código: 265550,Pasta Corbata N°80 Carozzi 400 g,Grasas Totales (g),2,1.6
Código: 265550,Pasta Corbata N°80 Carozzi 400 g,Grasas Saturadas (g),0.5,0.4
Código: 265550,Pasta Corbata N°80 Carozzi 400 g,Grasas Monoinsaturadas (g),0.3,0.2
Código: 265550,Pasta Corbata N°80 Carozzi 400 g,Grasas Poliinsaturadas (g),1.2,1
Código: 265550,Pasta Corbata N°80 Carozzi 400 g,Grasas trans (g),0,0
Código: 265550,Pasta Corbata N°80 Carozzi 400 g,Colesterol (mg),0,0
Código: 265550,Pasta Corbata N°80 Carozzi 400 g,Hidratos de Carbono disponibles (g),69,55.2
Código: 265550,Pasta Corbata N°80 Carozzi 400 g,Azúcares totales (g),4,3.2
Código: 265550,Pasta Corbata N°80 Carozzi 400 g,Fibra (g),3.9,3.1
Código: 265550,Pasta Corbata N°80 Carozzi 400 g,Sodio (mg),5,4
Código: 264983,Pasta Cabello Ángel Corto Carozzi 400 g,Energía (kCal),338,84.5
Código: 264983,Pasta Cabello Ángel Corto Carozzi 400 g,Proteínas (g),11,2.8
Código: 264983,Pasta Cabello Ángel Corto Carozzi 400 g,Grasas Totales (g),2,0.5
Código: 264983,Pasta Cabello Ángel Corto Carozzi 400 g,Grasas Saturadas (g),0.5,0.1
Código: 264983,Pasta Cabello Ángel Corto Carozzi 400 g,Grasas Monoinsaturadas (g),0.3,0.1
Código: 264983,Pasta Cabello Ángel Corto Carozzi 400 g,Grasas Poliinsaturadas (g),1.2,0.3
Código: 264983,Pasta Cabello Ángel Corto Carozzi 400 g,Grasas trans (g),0,0
Código: 264983,Pasta Cabello Ángel Corto Carozzi 400 g,Colesterol (mg),0,0
Código: 264983,Pasta Cabello Ángel Corto Carozzi 400 g,Hidratos de Carbono disponibles (g),69,17.3
Código: 264983,Pasta Cabello Ángel Corto Carozzi 400 g,Azúcares totales (g),4,1
Código: 264983,Pasta Cabello Ángel Corto Carozzi 400 g,Fibra (g),3.9,1
Código: 264983,Pasta Cabello Ángel Corto Carozzi 400 g,Sodio (mg),5,1.3
Código: 265789,Spaghetti N°5 Barilla Italiano Caja 500 g,Energía (kCal),359,287.2
Código: 265789,Spaghetti N°5 Barilla Italiano Caja 500 g,Proteínas (g),13,10.4
Código: 265789,Spaghetti N°5 Barilla Italiano Caja 500 g,Grasas Totales (g),2,1.6
Código: 265789,Spaghetti N°5 Barilla Italiano Caja 500 g,Hidratos de Carbono disponibles (g),71,56.8
Código: 265789,Spaghetti N°5 Barilla Italiano Caja 500 g,Azúcares totales (g),3.5,2.8
Código: 265789,Spaghetti N°5 Barilla Italiano Caja 500 g,Sodio (mg),13,10.4
Código: 1967861,Passata Verace Cirio 700 g,Energía (kCal),35,14
Código: 1967861,Passata Verace Cirio 700 g,Proteínas (g),1.2,0.5
Código: 1967861,Passata Verace Cirio 700 g,Grasas Totales (g),0.1,0
Código: 1967861,Passata Verace Cirio 700 g,Hidratos de Carbono disponibles (g),6.3,2.5
Código: 1967861,Passata Verace Cirio 700 g,Azúcares totales (g),4.4,1.8
Código: 1967861,Passata Verace Cirio 700 g,Sodio (mg),240,96
Código: 1937047,Salsa Lista Pomodoro 340 g,Energía (kCal),56,56
Código: 1937047,Salsa Lista Pomodoro 340 g,Proteínas (g),1.4,1.4
Código: 1937047,Salsa Lista Pomodoro 340 g,Grasas Totales (g),1.8,1.8
Código: 1937047,Salsa Lista Pomodoro 340 g,Hidratos de Carbono disponibles (g),8.6,8.6
Código: 1937047,Salsa Lista Pomodoro 340 g,Azúcares totales (g),8,8
Código: 1937047,Salsa Lista Pomodoro 340 g,Sodio (mg),380,380
Código: 1937087,Rigati N° 48 Talliani Integral 400 g,Energía (kCal),350,280
Código: 1937087,Rigati N° 48 Talliani Integral 400 g,Proteínas (g),12,9.6
